bucket,destination,source,date,firm,reason,sha256
confirmed,Invoices_hotel/2025/12/2025-12-04-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_iso-8859-1_Q_Starling_Hotel_Residence_Gen=E8ve_= _contact@shresidence.ch_/2025/12/1/ch009_efolio_e2024_2370536345.PDF,2025-12-04,Starling Hotel Residence Geneve,PDF has hotel/stay and strong invoice/folio terms,914fcdbb034acd3d640b5df53a79aa55b0883e003164f980968ac0a255892d94
maybe,maybe/2025/12/2025-12-01-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_iso-8859-1_Q_Starling_Hotel_Residence_Gen=E8ve_= _contact@shresidence.ch_/2025/12/1/body.html,2025-12-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,8a6879d4d81dc9835483940218094d72df42f4afb05526e4f70dd80557a56a92
maybe,maybe/2025/11/2025-11-01-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_iso-8859-1_Q_Starling_Hotel_Residence_Gen=E8ve_= _contact@shresidence.ch_/2025/11/1/body.html,2025-11-01,Starling Hotel Residence Geneve,stay-related confirmation/reservation,922ee4579d45c5e2cb0d7a8fb91a27d19b46a653f34608b4371627659fdc39d7
maybe,maybe/2025/11/2025-11-02-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_iso-8859-1_Q_Starling_Hotel_Residence_Gen=E8ve_= _contact@shresidence.ch_/2025/11/2/body.html,2025-11-02,Starling Hotel Residence Geneve,stay-related confirmation/reservation,a1011fb30f7803fd3cf0380d9bff94c46ac8d8f1397a9da4185324b8cb9cd489
maybe,maybe/2026/06/2026-06-02-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/06/1/body.html,2026-06-02,Starling Hotel Residence Geneve,stay-related confirmation/reservation,2d7f55fb05c329d9165c17b944ad4968c2a994edf61e93fca5fd82c82d6e012d
maybe,maybe/2026/02/2026-02-24-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/02/1/body.html,2026-02-24,Starling Hotel Residence Geneve,stay-related confirmation/reservation,8106fd1ec26ef1f18aa78cd899b4e84d15be602eff42a1dc5c0a5a9f3ce444bb
maybe,maybe/2026/02/2026-02-24-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/02/2/body.html,2026-02-24,Starling Hotel Residence Geneve,stay-related confirmation/reservation,82852d0041e969dffd3b9aa22ca291da68a1f6f589a92b4facfc76c039a578c6
maybe,maybe/2026/05/2026-05-05-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/05/1/body.html,2026-05-05,Starling Hotel Residence Geneve,stay-related confirmation/reservation,d976b80161bfae71cbe71616cb31a51258da9a13dd9c383358c0e60449be8a2e
maybe,maybe/2026/05/2026-05-26-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/05/6/body.html,2026-05-26,Starling Hotel Residence Geneve,stay-related confirmation/reservation,06943ed2248fba874b88c6b4e1a115463f900b860638c6fb16fda5dfa9524a87
maybe,maybe/2026/05/2026-05-12-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/05/3/body.html,2026-05-12,Starling Hotel Residence Geneve,stay-related confirmation/reservation,6dd00e47e59eafa5d20b2601ece8a3a8b10ccc5abca0d9b6c6ea3480e785322c
maybe,maybe/2026/05/2026-05-26-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/05/5/body.html,2026-05-26,Starling Hotel Residence Geneve,stay-related confirmation/reservation,b0f68085bf7bf06c6000b85ef7265d0a18b1bba3d8a71223321020873767149b
maybe,maybe/2026/05/2026-05-06-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/05/2/body.html,2026-05-06,Starling Hotel Residence Geneve,stay-related confirmation/reservation,7a694d19a65b8105babf37a6a2c851407cc827bab18875b3ae11691adc21dbf9
maybe,maybe/2026/06/2026-06-02-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/05/7/body.html,2026-06-02,Starling Hotel Residence Geneve,stay-related confirmation/reservation,240330405cc64283240b8a8277c7121b38c11b3b1c224f2bfef1c90b3825d328
maybe,maybe/2026/05/2026-05-12-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/05/4/body.html,2026-05-12,Starling Hotel Residence Geneve,stay-related confirmation/reservation,a5db39818662e2e4792e33426fec68e28be676c610770ec429bc8497edede5b2
maybe,maybe/2026/04/2026-04-07-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/04/1/body.html,2026-04-07,Starling Hotel Residence Geneve,stay-related confirmation/reservation,6f7cc6080aa4c84f7235a5ab0447cfed639d5006e2cc38c0a356f3092d4a635f
maybe,maybe/2026/04/2026-04-21-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/04/3/body.html,2026-04-21,Starling Hotel Residence Geneve,stay-related confirmation/reservation,914f6824857a03bda9324cd5d218ddc39602d36ca2022cc54346fb8be5981d21
maybe,maybe/2026/04/2026-04-23-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/04/5/body.html,2026-04-23,Starling Hotel Residence Geneve,stay-related confirmation/reservation,9ec59dd7909b131e1d76ec10d7282dc05a5e6eb8140313d08c45c180c735a33f
maybe,maybe/2026/04/2026-04-07-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/04/2/body.html,2026-04-07,Starling Hotel Residence Geneve,stay-related confirmation/reservation,e2d701dbb9da149b45eb18a586b8ffcd4d90109b814b37e6eb0864710a9f5994
maybe,maybe/2026/04/2026-04-21-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/04/4/body.html,2026-04-21,Starling Hotel Residence Geneve,stay-related confirmation/reservation,d69e0d5fe18504c8299a9769b40f1fea3ce0a0228b67bea1d219f57d8899dda9
maybe,maybe/2026/03/2026-03-03-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/03/1/body.html,2026-03-03,Starling Hotel Residence Geneve,stay-related confirmation/reservation,eb70fa4a4e0f88a973a9453285e3a9d30ceaa31dbca8a8525e029874d8bd2ac6
maybe,maybe/2026/03/2026-03-17-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/03/6/body.html,2026-03-17,Starling Hotel Residence Geneve,stay-related confirmation/reservation,a4bea4d99c167fe473e43f15e805a5546287960eaa29355c41147a3b23379003
maybe,maybe/2026/03/2026-03-31-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/03/8/body.html,2026-03-31,Starling Hotel Residence Geneve,stay-related confirmation/reservation,2ec72f77dda8fc0aa41a80ac42e0805a461c187f99c2632ae15edfe66e7f0440
maybe,maybe/2026/03/2026-03-10-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/03/3/body.html,2026-03-10,Starling Hotel Residence Geneve,stay-related confirmation/reservation,5bfe6ff551e35ca6d40e95901ec37be50d0ab418d605cc1f001af4394e8fa718
maybe,maybe/2026/03/2026-03-17-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/03/5/body.html,2026-03-17,Starling Hotel Residence Geneve,stay-related confirmation/reservation,92844258515e0239697c178d7442a44807d9bfee87f2a28785a8b6caae56a4c2
maybe,maybe/2026/03/2026-03-03-Starling Hotel Residence Geneve-3.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/03/2/body.html,2026-03-03,Starling Hotel Residence Geneve,stay-related confirmation/reservation,1a18c481bcd46b8e2a9b73ea6ddb8b609b4dd169db7b388bdb41538eea55a293
maybe,maybe/2026/03/2026-03-31-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/03/7/body.html,2026-03-31,Starling Hotel Residence Geneve,stay-related confirmation/reservation,97cd11af8d9aa827bc8cb0d144dbc17328d1606e3a91a32e44e65f2bc21178bd
maybe,maybe/2026/03/2026-03-10-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2026/03/4/body.html,2026-03-10,Starling Hotel Residence Geneve,stay-related confirmation/reservation,7f305a05c86afa26cc9155324cdb95c900625c9dc850c94e05e09fa970ffb866
maybe,maybe/2025/10/2025-10-21-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/10/1/body.html,2025-10-21,Starling Hotel Residence Geneve,stay-related confirmation/reservation,7594efc99c10e867ae9cda49f85880227b5d92c5aa91924a06603e162bdac600
maybe,maybe/2025/10/2025-10-21-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/10/2/body.html,2025-10-21,Starling Hotel Residence Geneve,stay-related confirmation/reservation,be820a622b5a88228603b84541cfd9621bb8916b5f607e92ab3e0e8d9135e7f3
maybe,maybe/2025/08/2025-08-05-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/1/body.html,2025-08-05,Starling Hotel Residence Geneve,stay-related confirmation/reservation,853a38b484b4b7f05dcf54847f48fe445d027163c24e0045cb2f52663ad951ab
maybe,maybe/2025/08/2025-08-19-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/6/body.html,2025-08-19,Starling Hotel Residence Geneve,stay-related confirmation/reservation,a761c4c08218e76abdd6b1730d3df4593cadf704fdb2fadbda93408da61815b4
maybe,maybe/2025/08/2025-08-12-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/3/body.html,2025-08-12,Starling Hotel Residence Geneve,stay-related confirmation/reservation,dba993d622c46730b9587c468c9a4928c7b69b299ac53a14d701f0928a6832c1
maybe,maybe/2025/08/2025-08-19-Starling Hotel Residence Geneve-3.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/5/body.html,2025-08-19,Starling Hotel Residence Geneve,stay-related confirmation/reservation,73315e6f2f12f98a5987554a29b60b619c341084c40790921816ed71e33fc162
maybe,maybe/2025/08/2025-08-05-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/2/body.html,2025-08-05,Starling Hotel Residence Geneve,stay-related confirmation/reservation,850f67bcc873e25790fa317ba8b50344c9d4f249717bfdcaf56f0f73999886b6
maybe,maybe/2025/08/2025-08-12-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/4/body.html,2025-08-12,Starling Hotel Residence Geneve,stay-related confirmation/reservation,689c24a5e8e8710f7ffffed6b60664c34830af06a3a22bb3f83565823b7ba8e4
maybe,maybe/2025/12/2025-12-16-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/12/1/body.html,2025-12-16,Starling Hotel Residence Geneve,stay-related confirmation/reservation,1ea3028330c79d6ec111b2f4f3f66e5ef5ae6abdc759da9d0d002ec7bb240e9a
maybe,maybe/2025/12/2025-12-16-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/12/2/body.html,2025-12-16,Starling Hotel Residence Geneve,stay-related confirmation/reservation,31a883700e0435f30a04cc38a5fc25cddc375439f8f79ff5d72e285e0f82eac4
maybe,maybe/2025/11/2025-11-11-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/11/1/body.html,2025-11-11,Starling Hotel Residence Geneve,stay-related confirmation/reservation,a279a899c8069d5fd86f7cd5cd8a6fdca800be4f9f9fed1364424f8f21da8d83
maybe,maybe/2025/11/2025-11-18-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/11/3/body.html,2025-11-18,Starling Hotel Residence Geneve,stay-related confirmation/reservation,2eb65605593c4b69c9a5f01eeabb3dd4cee5cc7ceafbe732b29ed31b72047854
maybe,maybe/2025/11/2025-11-11-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/11/2/body.html,2025-11-11,Starling Hotel Residence Geneve,stay-related confirmation/reservation,5dd3927606da4ab8e15e454097c566af0ca9f3fb964d0324e68f9a660dd1b402
maybe,maybe/2025/11/2025-11-18-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/11/4/body.html,2025-11-18,Starling Hotel Residence Geneve,stay-related confirmation/reservation,a564bf712383554de7c39b4c8b9226281ab5ba5153cff0c3f954008ed2b14c24
maybe,maybe/2026/05/2026-05-04-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_utf-8_B_U3RhcmxpbmcgSG90ZWwgUmVzaWRlbmNlIEdlbsOodmU=_= _contact@shresidence.ch_/2026/05/1/body.html,2026-05-04,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,68a3415b965826c4435d7be147e0b76e552f5355d0471745cfe0261d6f1d3ee2
maybe,maybe/2026/03/2026-03-15-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_utf-8_B_U3RhcmxpbmcgSG90ZWwgUmVzaWRlbmNlIEdlbsOodmU=_= _contact@shresidence.ch_/2026/03/1/body.html,2026-03-15,Starling Hotel Residence Geneve,stay-related confirmation/reservation,13b970ce2d6513661f66e97a03d8c32380c61597cb664834abaf6ba20169a5b5
maybe,maybe/2026/03/2026-03-16-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_utf-8_B_U3RhcmxpbmcgSG90ZWwgUmVzaWRlbmNlIEdlbsOodmU=_= _contact@shresidence.ch_/2026/03/1/Conf Letter Piller 24.03.26.PDF,2026-03-16,Starling Hotel Residence Geneve,stay-related confirmation/reservation,23838eb8ca959c08bb96997e6216601bb1acb52da770e1ad92096650488844ed
maybe,maybe/2025/12/2025-12-16-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_utf-8_B_U3RhcmxpbmcgSG90ZWwgUmVzaWRlbmNlIEdlbsOodmU=_= _contact@shresidence.ch_/2025/12/1/Conf Letter 17.12.25 Piller.PDF,2025-12-16,Starling Hotel Residence Geneve,stay-related confirmation/reservation,c9d76af7552aef963b4bc70cc038272eb7776c4acf3f3c3fe72230ac94d174a6
maybe,maybe/2025/12/2025-12-16-Starling Hotel Residence Geneve-3.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/=_utf-8_B_U3RhcmxpbmcgSG90ZWwgUmVzaWRlbmNlIEdlbsOodmU=_= _contact@shresidence.ch_/2025/12/1/body.html,2025-12-16,Starling Hotel Residence Geneve,stay-related confirmation/reservation,14c622a32c2bd90dd43c82cd8a23b4d662cee0b343e5809206c7b660ebe27fbf
maybe,maybe/2026/05/2026-05-06-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/05/6/body.html,2026-05-06,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,812a04e1922fe3287317f82d99ecd3c4fdd35acef889d3564c6ade7d5c57ecb6
maybe,maybe/2026/05/2026-05-08-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/05/8/body.html,2026-05-08,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,fa7829465bad6ad4f5c17eafb63a9f55532f83ed0e79d44694edb4475afc61c2
maybe,maybe/2026/05/2026-05-02-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/05/2/body.html,2026-05-02,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,3a2148f6c783ce52cdb1ca494844f5617890a94d50d4e1568aed8cf0d12a3e2f
maybe,maybe/2026/05/2026-05-04-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/05/4/body.html,2026-05-04,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,6a5a6d78f8684457d7fbcf9f325cba5de7cd6557ae2e784d2f9f4d0b6bbff6bc
maybe,maybe/2026/04/2026-04-05-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/04/5/body.html,2026-04-05,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,a6f01bf744017fd142e28ca096a33d1281453a4f29fa43d0a2ad7c32db8f1ebc
maybe,maybe/2026/04/2026-04-02-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/04/2/body.html,2026-04-02,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,af9618a73e108200283427913b27718cfab571e5c6511263ca0d775782dab52f
maybe,maybe/2026/04/2026-04-04-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/04/4/body.html,2026-04-04,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,c4553125a184f8b10714b467b8709891d20565995048615a4aeb39489a1444df
maybe,maybe/2026/03/2026-03-01-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/1/body.html,2026-03-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,5ffbe0fd5163b04fd51f04c0aaa2481c69ea1ed1fa2a8c247844f1805c8940e4
maybe,maybe/2026/03/2026-03-06-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/6/body.html,2026-03-06,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,75a2f63a937af85cffeb415e06170950830e6da613de32ba11bcfabe5b7d6017
maybe,maybe/2026/03/2026-03-08-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/8/body.html,2026-03-08,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,d09ae7f7c3ee4c37ebc4e97c52b81500db10bc3d86e2ec911f4cf525b4f8ee7b
maybe,maybe/2026/03/2026-03-03-Starling Hotel Residence Geneve-4.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/3/body.html,2026-03-03,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,33eae03eec9960cb39d16bc21bac05b5e211e9b310a4fdc194200bddd07c11f1
maybe,maybe/2026/03/2026-03-05-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/5/body.html,2026-03-05,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,5b731688ba80dedb90edbbf0686c4035713ba793b438d277ec36ec3563c58d8f
maybe,maybe/2025/10/2025-10-01-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/10/1/body.html,2025-10-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,8c989fb84621764f35a9aff124102b61369dca53b0a500a4ff538ea37a7bdf85
maybe,maybe/2025/08/2025-08-01-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/08/1/body.html,2025-08-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,355dae8fcc23de6ed4cffd536cf998c10578f74c4817b654427e289889eaf080
maybe,maybe/2025/08/2025-08-03-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/08/3/body.html,2025-08-03,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,9260cf48cebd0d0a56299009da37b8c26fcb57047ab8f82e98ac60532083f2a4
maybe,maybe/2025/08/2025-08-05-Starling Hotel Residence Geneve-3.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/08/5/body.html,2025-08-05,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,e5f6a51440ac3cbc8d470aabb4113304530031bfd8d1992e86cc644ac5d8a1ae
maybe,maybe/2025/12/2025-12-01-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/12/1/body.html,2025-12-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,13d04e8805f53cc937556abf5ee82386723c49d389756e480949fdcca7de559f
maybe,maybe/2025/11/2025-11-01-Starling Hotel Residence Geneve-2.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/11/1/body.html,2025-11-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,ff9104f8303f8ef14ee94ea19c9d85d9e7a3fb3e3a302d671eb0cdf8a95edb60
maybe,maybe/2025/11/2025-11-03-Starling Hotel Residence Geneve.html,/home/seb/IdeaProjects/test/all-mails/shresidence.ch/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/11/3/body.html,2025-11-03,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,6f25cebc1c50aab5eb487dfbc647d55fd4c32ec2a27af7226ae1a5e1a869b194
maybe,maybe/2025/09/2025-09-01-Ramada Encore by Wyndham Geneva.html,/home/seb/IdeaProjects/test/all-mails/emails.wyndhamhotels.com/Wyndham Rewards _wyndhamrewards@emails.wyndhamhotels.com_/2025/09/1/body.html,2025-09-01,Ramada Encore by Wyndham Geneva,stay-related payment/receipt signal but not a clear invoice,fad1886bba05153816094867e8b906d5063bd099dba1d0723c8c501e82d06b9a
maybe,maybe/2025/10/2025-10-29-Ikonik Lisboa.html,/home/seb/IdeaProjects/test/all-mails/eurostarshotelcompany.com/Ikonik Lisboa _reservations@eurostarshotelcompany.com_/2025/10/1/body.html,2025-10-29,Ikonik Lisboa,stay-related confirmation/reservation,72f3dccedab8564722cd9eb9e85124bbe92b0753a0c1989507d587d7e156aad1
maybe,maybe/2025/10/2025-10-13-Ikonik Lisboa.html,/home/seb/IdeaProjects/test/all-mails/eurostarshotelcompany.com/Lucia Montero _lucia.montero@eurostarshotelcompany.com_/2025/10/1/body.html,2025-10-13,Ikonik Lisboa,stay-related confirmation/reservation,7b1a249e2f146715e65cdde038676bfde1fe0ebb9b12d2bf34d02b3cce83e96a
maybe,maybe/2025/10/2025-10-13-Ikonik Lisboa-2.html,/home/seb/IdeaProjects/test/all-mails/eurostarshotelcompany.com/Lucia Montero _lucia.montero@eurostarshotelcompany.com_/2025/10/2/body.html,2025-10-13,Ikonik Lisboa,stay-related payment/receipt signal but not a clear invoice,4de857ffee3eeed11e88977f78d9bef4161ddb5f316bb41d6758263b5b522196
